,hospital_code,hospital_name,date_month,triage_cat,emergency_attendances,median_waiting_min,color_code,number_within_time,percent_within_time,number_not_wait,percent_not_wait,number_inbed,percent_inbed,empty,number_inbed_within_4,percent_inbed_within_4
1110,44,Esk Hospital,2022-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
1111,44,Esk Hospital,2022-06-01,2,18,0.0,1,17,100.0,1,5.56,3,16.67,-,3,100.0
1112,44,Esk Hospital,2022-06-01,3,36,0.0,1,35,97.22,0,0.0,1,2.78,-,1,100.0
1113,44,Esk Hospital,2022-06-01,4,57,0.0,1,54,98.18,0,0.0,0,0.0,-,0,
1114,44,Esk Hospital,2022-06-01,5,14,0.0,1,11,100.0,1,7.14,0,0.0,-,0,
1115,45,Gatton Hospital,2022-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
1116,45,Gatton Hospital,2022-06-01,2,41,3.0,1,33,80.49,0,0.0,0,0.0,-,0,
1117,45,Gatton Hospital,2022-06-01,3,166,6.0,1,137,85.63,6,3.61,1,0.6,-,1,100.0
1118,45,Gatton Hospital,2022-06-01,4,232,6.0,1,206,94.06,10,4.31,0,0.0,-,0,
1119,45,Gatton Hospital,2022-06-01,5,73,10.0,1,53,98.15,6,8.22,0,0.0,-,0,
1120,46,Kilcoy Hospital,2022-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
1121,46,Kilcoy Hospital,2022-06-01,2,11,0.0,1,10,90.91,0,0.0,1,9.09,-,1,100.0
1122,46,Kilcoy Hospital,2022-06-01,3,52,0.0,1,50,96.15,0,0.0,2,3.85,-,1,50.0
1123,46,Kilcoy Hospital,2022-06-01,4,77,0.0,1,72,96.0,1,1.3,0,0.0,-,0,
1124,46,Kilcoy Hospital,2022-06-01,5,27,11.5,1,24,100.0,2,7.41,0,0.0,-,0,
1125,47,Laidley Hospital,2022-06-01,1,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
1126,47,Laidley Hospital,2022-06-01,2,60,0.0,1,52,89.66,2,3.33,0,0.0,-,0,
1127,47,Laidley Hospital,2022-06-01,3,145,0.0,1,133,93.66,3,2.07,1,0.69,-,0,0.0
1128,47,Laidley Hospital,2022-06-01,4,123,0.0,1,106,97.25,13,10.57,0,0.0,-,0,
1129,47,Laidley Hospital,2022-06-01,5,32,0.0,1,27,100.0,1,3.13,0,0.0,-,0,
1130,48,Maleny Hospital,2022-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
1131,48,Maleny Hospital,2022-06-01,2,13,0.0,1,12,92.31,0,0.0,0,0.0,-,0,
1132,48,Maleny Hospital,2022-06-01,3,70,6.0,1,62,89.86,1,1.43,0,0.0,-,0,
1133,48,Maleny Hospital,2022-06-01,4,73,15.0,1,68,94.44,1,1.37,0,0.0,-,0,
1134,48,Maleny Hospital,2022-06-01,5,22,8.0,1,17,100.0,1,4.55,0,0.0,-,0,
1135,49,Nambour Hospital,2022-06-01,1,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
1136,49,Nambour Hospital,2022-06-01,2,137,7.0,1,121,88.32,0,0.0,50,36.5,-,46,92.0
1137,49,Nambour Hospital,2022-06-01,3,621,13.0,1,493,80.29,7,1.13,110,17.71,-,103,93.64
1138,49,Nambour Hospital,2022-06-01,4,488,14.0,1,454,94.78,8,1.64,20,4.1,-,19,95.0
1139,49,Nambour Hospital,2022-06-01,5,19,11.0,1,18,100.0,0,0.0,0,0.0,-,0,
1140,61,Biggenden Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1141,61,Biggenden Hospital,2022-06-01,2,3,0.0,0,3,100.0,0,0.0,1,33.33,-,1,100.0
1142,61,Biggenden Hospital,2022-06-01,3,5,0.0,0,5,100.0,0,0.0,0,0.0,-,0,
1143,61,Biggenden Hospital,2022-06-01,4,19,0.0,1,19,100.0,0,0.0,1,5.26,-,1,100.0
1144,61,Biggenden Hospital,2022-06-01,5,9,0.0,0,9,100.0,0,0.0,0,0.0,-,0,
1145,62,Bundaberg Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1146,62,Bundaberg Hospital,2022-06-01,2,206,20.0,1,65,31.55,0,0.0,117,56.8,-,36,30.77
1147,62,Bundaberg Hospital,2022-06-01,3,985,42.0,3,368,40.17,67,6.8,182,18.48,-,16,8.79
1148,62,Bundaberg Hospital,2022-06-01,4,827,64.0,3,336,48.07,123,14.87,47,5.68,-,8,17.02
1149,62,Bundaberg Hospital,2022-06-01,5,56,42.0,3,37,82.22,7,12.5,2,3.57,-,1,50.0
1150,63,Cherbourg Hospital,2022-06-01,1,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
1151,63,Cherbourg Hospital,2022-06-01,2,4,6.0,0,3,75.0,0,0.0,1,25.0,-,1,100.0
1152,63,Cherbourg Hospital,2022-06-01,3,57,5.0,1,46,86.79,4,7.02,7,12.28,-,7,100.0
1153,63,Cherbourg Hospital,2022-06-01,4,192,12.5,1,161,90.45,13,6.77,4,2.08,-,4,100.0
1154,63,Cherbourg Hospital,2022-06-01,5,97,25.0,2,82,96.47,9,9.28,2,2.06,-,2,100.0
1155,64,Childers Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1156,64,Childers Hospital,2022-06-01,2,3,0.0,0,3,100.0,0,0.0,2,66.67,-,2,100.0
1157,64,Childers Hospital,2022-06-01,3,31,0.0,1,31,100.0,0,0.0,8,25.81,-,8,100.0
1158,64,Childers Hospital,2022-06-01,4,46,0.0,1,45,100.0,1,2.17,0,0.0,-,0,
1159,64,Childers Hospital,2022-06-01,5,17,0.0,1,14,100.0,1,5.88,0,0.0,-,0,
1160,65,Eidsvold Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1161,65,Eidsvold Hospital,2022-06-01,2,0,,0,0,,0,,0,,-,0,
1162,65,Eidsvold Hospital,2022-06-01,3,3,0.0,0,3,100.0,0,0.0,0,0.0,-,0,
1163,65,Eidsvold Hospital,2022-06-01,4,11,0.0,1,11,100.0,0,0.0,2,18.18,-,2,100.0
1164,65,Eidsvold Hospital,2022-06-01,5,7,0.0,0,7,100.0,0,0.0,0,0.0,-,0,
1165,66,Gayndah Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1166,66,Gayndah Hospital,2022-06-01,2,5,0.0,0,5,100.0,0,0.0,5,100.0,-,5,100.0
1167,66,Gayndah Hospital,2022-06-01,3,13,0.0,1,12,92.31,0,0.0,1,7.69,-,1,100.0
1168,66,Gayndah Hospital,2022-06-01,4,27,0.0,1,26,100.0,1,3.7,1,3.7,-,1,100.0
1169,66,Gayndah Hospital,2022-06-01,5,19,0.0,1,18,100.0,0,0.0,0,0.0,-,0,
1170,67,Gin Gin Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1171,67,Gin Gin Hospital,2022-06-01,2,4,0.0,0,4,100.0,0,0.0,1,25.0,-,1,100.0
1172,67,Gin Gin Hospital,2022-06-01,3,23,5.0,1,23,100.0,0,0.0,2,8.7,-,2,100.0
1173,67,Gin Gin Hospital,2022-06-01,4,65,6.0,1,64,98.46,0,0.0,1,1.54,-,1,100.0
1174,67,Gin Gin Hospital,2022-06-01,5,22,11.0,1,20,100.0,2,9.09,0,0.0,-,0,
1175,68,Gympie Hospital,2022-06-01,1,3,0.0,0,3,100.0,0,0.0,1,33.33,-,0,0.0
1176,68,Gympie Hospital,2022-06-01,2,176,9.0,1,119,67.61,0,0.0,47,26.7,-,18,38.3
1177,68,Gympie Hospital,2022-06-01,3,736,26.0,2,393,56.06,31,4.21,56,7.61,-,13,23.21
1178,68,Gympie Hospital,2022-06-01,4,690,25.0,2,471,75.24,52,7.54,10,1.45,-,5,50.0
1179,68,Gympie Hospital,2022-06-01,5,36,15.0,1,29,100.0,2,5.56,0,0.0,-,0,
1180,69,Hervey Bay Hospital,2022-06-01,1,4,0.0,0,4,100.0,0,0.0,2,50.0,-,2,100.0
1181,69,Hervey Bay Hospital,2022-06-01,2,192,5.0,1,149,78.42,0,0.0,83,43.23,-,27,32.53
1182,69,Hervey Bay Hospital,2022-06-01,3,659,35.0,3,286,46.43,42,6.37,115,17.45,-,23,20.0
1183,69,Hervey Bay Hospital,2022-06-01,4,753,57.0,3,316,51.55,123,16.33,42,5.58,-,12,28.57
1184,69,Hervey Bay Hospital,2022-06-01,5,66,48.0,3,34,75.56,12,18.18,0,0.0,-,0,
1185,70,Kingaroy Hospital,2022-06-01,1,5,0.0,0,5,100.0,0,0.0,1,20.0,-,1,100.0
1186,70,Kingaroy Hospital,2022-06-01,2,48,11.0,1,23,47.92,0,0.0,12,25.0,-,8,66.67
1187,70,Kingaroy Hospital,2022-06-01,3,296,35.0,3,136,48.06,13,4.39,25,8.45,-,8,32.0
1188,70,Kingaroy Hospital,2022-06-01,4,345,67.0,3,141,46.69,42,12.17,14,4.06,-,6,42.86
1189,70,Kingaroy Hospital,2022-06-01,5,120,58.0,3,75,78.95,13,10.83,1,0.83,-,0,0.0
1190,71,Maryborough Hospital,2022-06-01,1,5,0.0,0,5,100.0,0,0.0,0,0.0,-,0,
1191,71,Maryborough Hospital,2022-06-01,2,131,7.0,1,91,70.0,1,0.76,0,0.0,-,0,
1192,71,Maryborough Hospital,2022-06-01,3,357,38.0,3,150,43.73,14,3.92,1,0.28,-,1,100.0
1193,71,Maryborough Hospital,2022-06-01,4,513,76.0,3,176,41.81,76,14.81,0,0.0,-,0,
1194,71,Maryborough Hospital,2022-06-01,5,51,80.0,3,21,84.0,15,29.41,0,0.0,-,0,
1195,72,Monto Hospital,2022-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
1196,72,Monto Hospital,2022-06-01,2,3,0.0,0,3,100.0,0,0.0,1,33.33,-,1,100.0
1197,72,Monto Hospital,2022-06-01,3,15,0.0,1,14,100.0,1,6.67,2,13.33,-,2,100.0
1198,72,Monto Hospital,2022-06-01,4,35,0.0,1,34,100.0,1,2.86,2,5.71,-,2,100.0
1199,72,Monto Hospital,2022-06-01,5,5,5.0,0,3,100.0,0,0.0,0,0.0,-,0,
1200,74,Mundubbera Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1201,74,Mundubbera Hospital,2022-06-01,2,0,,0,0,,0,,0,,-,0,
1202,74,Mundubbera Hospital,2022-06-01,3,8,0.0,0,8,100.0,0,0.0,1,12.5,-,1,100.0
1203,74,Mundubbera Hospital,2022-06-01,4,16,0.0,1,16,100.0,0,0.0,0,0.0,-,0,
1204,74,Mundubbera Hospital,2022-06-01,5,6,0.0,0,5,100.0,0,0.0,0,0.0,-,0,
1205,75,Murgon Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1206,75,Murgon Hospital,2022-06-01,2,2,10.5,0,1,50.0,0,0.0,1,50.0,-,1,100.0
1207,75,Murgon Hospital,2022-06-01,3,42,5.0,1,37,90.24,1,2.38,4,9.52,-,4,100.0
1208,75,Murgon Hospital,2022-06-01,4,114,10.0,1,91,89.22,10,8.77,2,1.75,-,2,100.0
1209,75,Murgon Hospital,2022-06-01,5,14,5.0,1,13,100.0,1,7.14,0,0.0,-,0,
1210,76,Nanango Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1211,76,Nanango Hospital,2022-06-01,2,3,5.0,0,3,100.0,0,0.0,0,0.0,-,0,
1212,76,Nanango Hospital,2022-06-01,3,8,2.5,0,7,87.5,0,0.0,0,0.0,-,0,
1213,76,Nanango Hospital,2022-06-01,4,72,7.5,1,66,94.29,2,2.78,0,0.0,-,0,
1214,76,Nanango Hospital,2022-06-01,5,38,3.0,1,28,96.55,1,2.63,0,0.0,-,0,
1215,91,Chinchilla Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1216,91,Chinchilla Hospital,2022-06-01,2,7,0.0,0,7,100.0,0,0.0,4,57.14,-,4,100.0
1217,91,Chinchilla Hospital,2022-06-01,3,74,1.0,1,72,97.3,0,0.0,16,21.62,-,16,100.0
1218,91,Chinchilla Hospital,2022-06-01,4,190,1.0,1,177,96.2,4,2.11,9,4.74,-,9,100.0
1219,91,Chinchilla Hospital,2022-06-01,5,78,1.0,1,56,100.0,2,2.56,2,2.56,-,2,100.0
1220,92,Dalby Hospital,2022-06-01,1,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
1221,92,Dalby Hospital,2022-06-01,2,42,8.5,1,25,59.52,0,0.0,19,45.24,-,16,84.21
1222,92,Dalby Hospital,2022-06-01,3,280,27.0,2,148,54.61,8,2.86,42,15.0,-,39,92.86
1223,92,Dalby Hospital,2022-06-01,4,337,41.0,3,193,62.87,27,8.01,9,2.67,-,7,77.78
1224,92,Dalby Hospital,2022-06-01,5,107,24.5,2,76,88.37,8,7.48,1,0.93,-,1,100.0
1225,93,Goondiwindi Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1226,93,Goondiwindi Hospital,2022-06-01,2,8,0.0,0,8,100.0,0,0.0,4,50.0,-,3,75.0
1227,93,Goondiwindi Hospital,2022-06-01,3,97,0.0,1,96,98.97,0,0.0,25,25.77,-,18,72.0
1228,93,Goondiwindi Hospital,2022-06-01,4,208,0.0,1,196,97.03,3,1.44,12,5.77,-,7,58.33
1229,93,Goondiwindi Hospital,2022-06-01,5,106,0.0,1,94,100.0,4,3.77,2,1.89,-,2,100.0
1230,95,Jandowae Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1231,95,Jandowae Hospital,2022-06-01,2,3,0.0,0,3,100.0,0,0.0,1,33.33,-,0,0.0
1232,95,Jandowae Hospital,2022-06-01,3,18,0.0,1,18,100.0,0,0.0,2,11.11,-,2,100.0
1233,95,Jandowae Hospital,2022-06-01,4,28,0.0,1,28,100.0,0,0.0,0,0.0,-,0,
1234,95,Jandowae Hospital,2022-06-01,5,10,0.0,1,9,100.0,0,0.0,0,0.0,-,0,
1235,97,Miles Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1236,97,Miles Hospital,2022-06-01,2,1,30.0,0,0,0.0,0,0.0,1,100.0,-,1,100.0
1237,97,Miles Hospital,2022-06-01,3,22,5.0,1,21,100.0,0,0.0,7,31.82,-,7,100.0
1238,97,Miles Hospital,2022-06-01,4,47,2.0,1,47,100.0,0,0.0,0,0.0,-,0,
1239,97,Miles Hospital,2022-06-01,5,51,5.0,1,41,100.0,0,0.0,0,0.0,-,0,
1240,98,Millmerran Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1241,98,Millmerran Hospital,2022-06-01,2,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
1242,98,Millmerran Hospital,2022-06-01,3,22,1.0,1,21,95.45,0,0.0,2,9.09,-,2,100.0
1243,98,Millmerran Hospital,2022-06-01,4,39,3.0,1,39,100.0,0,0.0,0,0.0,-,0,
1244,98,Millmerran Hospital,2022-06-01,5,33,5.0,1,29,100.0,0,0.0,0,0.0,-,0,
1245,99,Oakey Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1246,99,Oakey Hospital,2022-06-01,2,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
1247,99,Oakey Hospital,2022-06-01,3,30,0.0,1,26,86.67,0,0.0,0,0.0,-,0,
1248,99,Oakey Hospital,2022-06-01,4,84,1.0,1,80,97.56,2,2.38,0,0.0,-,0,
1249,99,Oakey Hospital,2022-06-01,5,12,3.5,1,8,100.0,1,8.33,0,0.0,-,0,
1250,100,Stanthorpe Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1251,100,Stanthorpe Hospital,2022-06-01,2,13,4.0,1,10,76.92,0,0.0,3,23.08,-,3,100.0
1252,100,Stanthorpe Hospital,2022-06-01,3,99,6.0,1,87,88.78,1,1.01,19,19.19,-,14,73.68
1253,100,Stanthorpe Hospital,2022-06-01,4,125,5.0,1,113,94.96,5,4.0,2,1.6,-,1,50.0
1254,100,Stanthorpe Hospital,2022-06-01,5,57,4.0,1,45,97.83,1,1.75,0,0.0,-,0,
1255,101,Tara Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1256,101,Tara Hospital,2022-06-01,2,3,0.0,0,2,66.67,0,0.0,2,66.67,-,2,100.0
1257,101,Tara Hospital,2022-06-01,3,32,0.0,1,29,90.63,0,0.0,4,12.5,-,4,100.0
1258,101,Tara Hospital,2022-06-01,4,67,0.0,1,63,96.92,0,0.0,4,5.97,-,4,100.0
1259,101,Tara Hospital,2022-06-01,5,48,0.0,1,41,100.0,0,0.0,2,4.17,-,2,100.0
1260,102,Taroom Hospital,2022-06-01,1,2,0.0,0,2,100.0,0,0.0,1,50.0,-,1,100.0
1261,102,Taroom Hospital,2022-06-01,2,3,0.0,0,3,100.0,0,0.0,2,66.67,-,2,100.0
1262,102,Taroom Hospital,2022-06-01,3,6,0.0,0,6,100.0,0,0.0,0,0.0,-,0,
1263,102,Taroom Hospital,2022-06-01,4,13,0.0,1,13,100.0,0,0.0,2,15.38,-,2,100.0
1264,102,Taroom Hospital,2022-06-01,5,22,0.0,1,16,100.0,0,0.0,0,0.0,-,0,
1265,103,Texas Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1266,103,Texas Hospital,2022-06-01,2,0,,0,0,,0,,0,,-,0,
1267,103,Texas Hospital,2022-06-01,3,3,0.0,0,3,100.0,0,0.0,0,0.0,-,0,
1268,103,Texas Hospital,2022-06-01,4,6,0.5,0,6,100.0,0,0.0,0,0.0,-,0,
1269,103,Texas Hospital,2022-06-01,5,15,0.0,1,14,100.0,0,0.0,0,0.0,-,0,
1270,104,Toowoomba Hospital,2022-06-01,1,19,0.0,1,19,100.0,0,0.0,9,47.37,-,1,11.11
1271,104,Toowoomba Hospital,2022-06-01,2,523,7.0,1,393,75.14,0,0.0,239,45.7,-,67,28.03
1272,104,Toowoomba Hospital,2022-06-01,3,1960,31.0,3,922,49.73,103,5.26,347,17.7,-,113,32.56
1273,104,Toowoomba Hospital,2022-06-01,4,741,32.0,3,495,71.33,42,5.67,25,3.37,-,13,52.0
1274,104,Toowoomba Hospital,2022-06-01,5,33,40.5,3,22,91.67,3,9.09,6,18.18,-,4,66.67
1275,105,Warwick Hospital,2022-06-01,1,1,1.0,0,1,100.0,0,0.0,0,0.0,-,0,
1276,105,Warwick Hospital,2022-06-01,2,69,9.0,1,38,55.07,0,0.0,17,24.64,-,10,58.82
1277,105,Warwick Hospital,2022-06-01,3,333,24.0,2,186,58.31,13,3.9,34,10.21,-,13,38.24
1278,105,Warwick Hospital,2022-06-01,4,427,33.0,3,288,72.36,28,6.56,8,1.87,-,3,37.5
1279,105,Warwick Hospital,2022-06-01,5,100,24.5,2,77,93.9,4,4.0,0,0.0,-,0,
1280,106,Wandoan Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1281,106,Wandoan Hospital,2022-06-01,2,0,,0,0,,0,,0,,-,0,
1282,106,Wandoan Hospital,2022-06-01,3,1,1.0,0,1,100.0,0,0.0,0,0.0,-,0,
1283,106,Wandoan Hospital,2022-06-01,4,4,2.0,0,2,100.0,0,0.0,0,0.0,-,0,
1284,106,Wandoan Hospital,2022-06-01,5,18,5.0,1,4,100.0,0,0.0,0,0.0,-,0,
1285,112,Charleville Hospital,2022-06-01,1,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
1286,112,Charleville Hospital,2022-06-01,2,6,0.0,0,6,100.0,0,0.0,3,50.0,-,2,66.67
1287,112,Charleville Hospital,2022-06-01,3,70,0.0,1,69,98.57,0,0.0,16,22.86,-,12,75.0
1288,112,Charleville Hospital,2022-06-01,4,120,0.0,1,114,98.28,3,2.5,3,2.5,-,2,66.67
1289,112,Charleville Hospital,2022-06-01,5,30,0.0,1,24,100.0,1,3.33,0,0.0,-,0,
1290,113,Cunnamulla Hospital,2022-06-01,1,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
1291,113,Cunnamulla Hospital,2022-06-01,2,0,,0,0,,0,,0,,-,0,
1292,113,Cunnamulla Hospital,2022-06-01,3,13,4.0,1,13,100.0,0,0.0,2,15.38,-,1,50.0
1293,113,Cunnamulla Hospital,2022-06-01,4,30,0.0,1,29,100.0,1,3.33,1,3.33,-,1,100.0
1294,113,Cunnamulla Hospital,2022-06-01,5,20,0.0,1,20,100.0,0,0.0,0,0.0,-,0,
1295,114,Dirranbandi Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1296,114,Dirranbandi Hospital,2022-06-01,2,0,,0,0,,0,,0,,-,0,
1297,114,Dirranbandi Hospital,2022-06-01,3,8,0.0,0,7,100.0,1,12.5,3,37.5,-,3,100.0
1298,114,Dirranbandi Hospital,2022-06-01,4,24,0.5,1,24,100.0,0,0.0,1,4.17,-,1,100.0
1299,114,Dirranbandi Hospital,2022-06-01,5,5,3.0,0,5,100.0,0,0.0,0,0.0,-,0,
1300,116,Mitchell Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1301,116,Mitchell Hospital,2022-06-01,2,2,0.0,0,2,100.0,0,0.0,1,50.0,-,1,100.0
1302,116,Mitchell Hospital,2022-06-01,3,10,0.0,1,10,100.0,0,0.0,2,20.0,-,2,100.0
1303,116,Mitchell Hospital,2022-06-01,4,31,0.0,1,30,100.0,0,0.0,1,3.23,-,1,100.0
1304,116,Mitchell Hospital,2022-06-01,5,20,0.0,1,18,100.0,0,0.0,0,0.0,-,0,
1305,117,Mungindi Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1306,117,Mungindi Hospital,2022-06-01,2,0,,0,0,,0,,0,,-,0,
1307,117,Mungindi Hospital,2022-06-01,3,8,0.0,0,8,100.0,0,0.0,1,12.5,-,1,100.0
1308,117,Mungindi Hospital,2022-06-01,4,21,0.0,1,20,100.0,0,0.0,1,4.76,-,0,0.0
1309,117,Mungindi Hospital,2022-06-01,5,6,0.0,0,5,100.0,0,0.0,0,0.0,-,0,
1310,118,Quilpie Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1311,118,Quilpie Hospital,2022-06-01,2,1,5.0,0,1,100.0,0,0.0,0,0.0,-,0,
1312,118,Quilpie Hospital,2022-06-01,3,13,0.0,1,13,100.0,0,0.0,1,7.69,-,1,100.0
1313,118,Quilpie Hospital,2022-06-01,4,29,0.0,1,28,100.0,0,0.0,1,3.45,-,1,100.0
1314,118,Quilpie Hospital,2022-06-01,5,15,2.0,1,12,100.0,0,0.0,0,0.0,-,0,
1315,119,Roma Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1316,119,Roma Hospital,2022-06-01,2,35,1.0,1,35,100.0,0,0.0,14,40.0,-,11,78.57
1317,119,Roma Hospital,2022-06-01,3,156,7.0,1,150,96.77,1,0.64,20,12.82,-,11,55.0
1318,119,Roma Hospital,2022-06-01,4,266,11.0,1,249,98.03,8,3.01,7,2.63,-,6,85.71
1319,119,Roma Hospital,2022-06-01,5,56,15.0,1,47,95.92,2,3.57,2,3.57,-,2,100.0
1320,120,St George Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1321,120,St George Hospital,2022-06-01,2,4,0.0,0,4,100.0,0,0.0,0,0.0,-,0,
1322,120,St George Hospital,2022-06-01,3,52,1.0,1,51,100.0,1,1.92,12,23.08,-,12,100.0
1323,120,St George Hospital,2022-06-01,4,164,1.0,1,160,100.0,1,0.61,13,7.93,-,13,100.0
1324,120,St George Hospital,2022-06-01,5,126,1.0,1,111,100.0,1,0.79,1,0.79,-,1,100.0
1325,121,Surat Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1326,121,Surat Hospital,2022-06-01,2,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
1327,121,Surat Hospital,2022-06-01,3,10,0.0,1,10,100.0,0,0.0,3,30.0,-,3,100.0
1328,121,Surat Hospital,2022-06-01,4,20,0.0,1,20,100.0,0,0.0,1,5.0,-,1,100.0
1329,121,Surat Hospital,2022-06-01,5,26,0.0,1,21,100.0,0,0.0,0,0.0,-,0,
1330,133,Biloela Hospital,2022-06-01,1,1,1.0,0,1,100.0,0,0.0,0,0.0,-,0,
1331,133,Biloela Hospital,2022-06-01,2,6,5.0,0,4,66.67,0,0.0,2,33.33,-,2,100.0
1332,133,Biloela Hospital,2022-06-01,3,100,6.0,1,87,89.69,3,3.0,19,19.0,-,16,84.21
1333,133,Biloela Hospital,2022-06-01,4,186,15.0,1,152,86.86,9,4.84,3,1.61,-,1,33.33
1334,133,Biloela Hospital,2022-06-01,5,76,12.0,1,56,98.25,3,3.95,1,1.32,-,0,0.0
1335,134,Blackwater Hospital,2022-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
1336,134,Blackwater Hospital,2022-06-01,2,14,0.0,1,14,100.0,0,0.0,2,14.29,-,1,50.0
1337,134,Blackwater Hospital,2022-06-01,3,68,0.0,1,63,94.03,1,1.47,1,1.47,-,0,0.0
1338,134,Blackwater Hospital,2022-06-01,4,141,0.0,1,136,97.84,2,1.42,0,0.0,-,0,
1339,134,Blackwater Hospital,2022-06-01,5,25,3.0,1,24,100.0,1,4.0,0,0.0,-,0,
1340,135,Emerald Hospital,2022-06-01,1,4,0.0,0,4,100.0,0,0.0,1,25.0,-,0,0.0
1341,135,Emerald Hospital,2022-06-01,2,43,4.0,1,33,76.74,0,0.0,17,39.53,-,9,52.94
1342,135,Emerald Hospital,2022-06-01,3,313,18.0,1,206,67.54,5,1.6,40,12.78,-,28,70.0
1343,135,Emerald Hospital,2022-06-01,4,418,27.0,2,274,74.05,40,9.57,12,2.87,-,9,75.0
1344,135,Emerald Hospital,2022-06-01,5,104,34.0,3,55,84.62,12,11.54,3,2.88,-,3,100.0
1345,136,Gladstone Hospital,2022-06-01,1,2,0.0,0,2,100.0,0,0.0,1,50.0,-,0,0.0
1346,136,Gladstone Hospital,2022-06-01,2,161,6.0,1,114,70.81,0,0.0,49,30.43,-,7,14.29
1347,136,Gladstone Hospital,2022-06-01,3,857,16.0,1,662,79.86,28,3.27,110,12.84,-,9,8.18
1348,136,Gladstone Hospital,2022-06-01,4,1116,20.0,1,928,87.3,50,4.48,30,2.69,-,5,16.67
1349,136,Gladstone Hospital,2022-06-01,5,102,20.0,1,86,92.47,6,5.88,2,1.96,-,1,50.0
1350,139,Mount Morgan Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1351,139,Mount Morgan Hospital,2022-06-01,2,9,0.0,0,6,66.67,0,0.0,0,0.0,-,0,
1352,139,Mount Morgan Hospital,2022-06-01,3,65,0.0,1,63,100.0,0,0.0,1,1.54,-,1,100.0
1353,139,Mount Morgan Hospital,2022-06-01,4,71,1.0,1,64,96.97,0,0.0,0,0.0,-,0,
1354,139,Mount Morgan Hospital,2022-06-01,5,21,0.0,1,21,100.0,0,0.0,1,4.76,-,0,0.0
1355,140,Moura Hospital,2022-06-01,1,0,,0,0,,0,,0,,-,0,
1356,140,Moura Hospital,2022-06-01,2,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
1357,140,Moura Hospital,2022-06-01,3,15,0.0,1,14,93.33,0,0.0,1,6.67,-,1,100.0
1358,140,Moura Hospital,2022-06-01,4,39,0.0,1,37,100.0,2,5.13,0,0.0,-,0,
1359,140,Moura Hospital,2022-06-01,5,17,0.0,1,12,100.0,0,0.0,0,0.0,-,0,
1360,141,Rockhampton Hospital,2022-06-01,1,13,0.0,1,13,100.0,0,0.0,12,92.31,-,5,41.67
1361,141,Rockhampton Hospital,2022-06-01,2,248,9.0,1,139,57.92,1,0.4,126,50.81,-,32,25.4
1362,141,Rockhampton Hospital,2022-06-01,3,1344,24.0,2,735,57.6,36,2.68,254,18.9,-,63,24.8
1363,141,Rockhampton Hospital,2022-06-01,4,982,27.0,2,638,71.6,70,7.13,50,5.09,-,23,46.0
